iter	RMSE
433	0.003145781433
434	0.003145070415
435	0.003139640208
436	0.003135444266
437	0.003134293919
438	0.003133787498
439	0.003127584359
440	0.003125626747
441	0.003124577613
442	0.003117407203
443	0.003115751416
444	0.003105810222
445	0.003105012439
446	0.003101311019
447	0.00309915562
448	0.003089883149
449	0.003084469164
450	0.003083685189
451	0.003076365
452	0.00307073747
453	0.00307001215
454	0.003068585567
455	0.003064908245
456	0.003058569417
457	0.003052876792
458	0.003050269101
459	0.003045998052
460	0.003037240928
461	0.003033630269
462	0.003028600436
463	0.003023111062
464	0.003013149783
465	0.003012760128
466	0.003003662227
467	0.002998249075
468	0.002992713332
469	0.002989436312
470	0.002984922892
471	0.002980244328
472	0.002974558414
473	0.002965304591
474	0.002962144753
475	0.002957699716
476	0.002956891054
477	0.002950575113
478	0.00294537612
479	0.002940162501
480	0.002932076201
481	0.002926694464
482	0.00292191049
483	0.002917302852
484	0.002913007317
485	0.002909086899
486	0.002901799344
487	0.002900820401
488	0.002896595137
489	0.002893555865
490	0.002888776151
491	0.002885021067
492	0.002879580333
493	0.002875182422
494	0.002874687514
495	0.002872407691
496	0.00286807001
497	0.002863531107
498	0.002859061403
499	0.00285484775
